,Title,Author,Rating Count,Review Count,Rating Value,N pag,1st Pub,series,Genres,Awards,Link,minmax_norm_ratings,mean_norm_ratings
565,A Lesson Before Dying,Ernest J. Gaines,51760,3458,3.96,256.0,1993.0,0,"['Fiction', 'Historical', 'Historical Fiction']",['National Book Critics Circle Award for Fiction (1993)'],https://www.goodreads.com/book/show/703292.The_Witch_of_Blackbird_Pond,5.772,0.398
566,The Witch of Blackbird Pond,Elizabeth George Speare,138124,6214,3.98,256.0,1958.0,0,"['Historical', 'Historical Fiction', 'Young Adult']","['Newbery Medal (1959)', ""Dorothy Canfield Fisher Children's Book Award Nominee (1960)""]",https://www.goodreads.com/book/show/5197.A_Lesson_Before_Dying,5.893,0.518
567,The Color of Water: A Black Man's Tribute to His White Mother,James   McBride,106567,5567,4.09,291.0,1996.0,0,"['Nonfiction', 'Autobiography', 'Memoir']",['Anisfield-Wolf Book Award (1997)'],https://www.goodreads.com/book/show/29209.The_Color_of_Water,6.557,1.183
568,"Look Homeward, Angel",Thomas Wolfe,12919,1010,3.92,644.0,1929.0,0,"['Fiction', 'Classics', 'Literature']",,https://www.goodreads.com/book/show/12448.Look_Homeward_Angel,5.53,0.156
569,Cryptonomicon,Neal Stephenson,100303,5365,4.24,1139.0,1999.0,0,"['Fiction', 'Science Fiction', 'Historical']","['Hugo Award Nominee for Best Novel (2000)', 'Prometheus Hall of Fame Award (2013)', 'Locus Award for Best Science Fiction Novel (2000)', 'Arthur C. Clarke Award Nominee (2000)', 'Prometheus Award Nominee for Best Novel (2000)']",https://www.goodreads.com/book/show/80616.The_Thin_Man,7.463,2.089
570,The Thin Man,Dashiell Hammett,29270,2092,3.95,201.0,1934.0,0,"['Mystery', 'Fiction', 'Classics']",,https://www.goodreads.com/book/show/816.Cryptonomicon,5.711,0.337
571,Black Hawk Down: A Story of Modern War,Mark Bowden,55081,1630,4.28,386.0,,0,"['History', 'Nonfiction', 'War']",['National Book Award Finalist for Nonfiction (1999)'],https://www.goodreads.com/book/show/59924.The_Lathe_of_Heaven,7.705,2.33
572,The Lathe of Heaven,Ursula K. Le Guin,53363,3902,4.11,176.0,1971.0,0,"['Science Fiction', 'Fiction', 'Fantasy']","['Hugo Award Nominee for Best Novel (1972)', 'Nebula Award Nominee for Best Novel (1971)', 'Locus Award for Best Novel (1972)', 'Ditmar Award Nominee for Best International Long Fiction (1972)']",https://www.goodreads.com/book/show/55403.Black_Hawk_Down,6.678,1.304
573,The Poetry of Robert Frost,Robert Frost,47906,727,4.24,607.0,1949.0,0,"['Poetry', 'Classics', 'Fiction']",['Pulitzer Prize for Poetry (1931)'],https://www.goodreads.com/book/show/95819.The_Poetry_of_Robert_Frost,7.463,2.089
574,How Green Was My Valley,Richard Llewellyn,14850,1402,4.18,448.0,1939.0,0,"['Classics', 'Fiction', 'Historical']",['National Book Award for Fiction (1940)'],https://www.goodreads.com/book/show/40496.How_Green_Was_My_Valley,7.101,1.726
575,The Aleph and Other Stories,Jorge Luis Borges,31137,1273,4.37,210.0,1949.0,0,"['Short Stories', 'Fiction', 'Classics']",,https://www.goodreads.com/book/show/9590.God_Bless_You_Mr_Rosewater,8.248,2.874
576,"God Bless You, Mr. Rosewater",Kurt Vonnegut Jr.,59848,1983,3.94,288.0,1965.0,0,"['Fiction', 'Classics', 'Humor']",,https://www.goodreads.com/book/show/5787.The_Aleph_and_Other_Stories,5.651,0.277
577,Seven Years in Tibet,Heinrich Harrer,19022,1053,4.09,330.0,1953.0,0,"['Travel', 'Nonfiction', 'History']",,https://www.goodreads.com/book/show/270032.Seven_Years_in_Tibet,6.557,1.183
578,Mary Poppins,P.L. Travers,117181,5546,4.02,209.0,1934.0,1,"['Classics', 'Fantasy', 'Childrens']",['Nene Award (1965)'],https://www.goodreads.com/book/show/152380.Mary_Poppins,6.134,0.76
579,Digital Fortress,Dan Brown,570099,9514,3.67,510.0,1998.0,0,"['Fiction', 'Thriller', 'Mystery']",,https://www.goodreads.com/book/show/11125.Digital_Fortress,4.02,-1.354
580,Stargirl,Jerry Spinelli,302260,14750,3.76,186.0,2001.0,1,"['Young Adult', 'Fiction', 'Contemporary']","[""Book Sense Book of the Year Award Nominee for Children's Literature (2001)"", 'South Carolina Book Award Nominee for Young Adult Book Award (2003)', 'Grand Canyon Reader Award for Teen Book (2003)', 'Charlotte Award (2004)', ""Dorothy Canfield Fisher Children's Book Award Nominee (2002)"", 'Michigan Library Association Thumbs Up! Award Nominee (2001)', 'Iowa Teen Award (2003)', 'Lincoln Award Nominee (2006)']",https://www.goodreads.com/book/show/22232.Stargirl,4.564,-0.811
581,The Haunting of Hill House,Shirley Jackson,173427,16314,3.83,182.0,1959.0,0,"['Horror', 'Classics', 'Fiction']",['National Book Award Finalist for Fiction (1960)'],https://www.goodreads.com/book/show/77566.Hyperion,4.987,-0.388
582,Hyperion,Dan Simmons,195145,8500,4.23,482.0,1989.0,1,"['Science Fiction', 'Fiction', 'Fantasy']","['Hugo Award for Best Novel (1990)', 'Locus Award for Best Science Fiction Novel (1990)', 'Arthur C. Clarke Award Nominee (1992)', 'British Science Fiction Association Award Nominee for Best Novel (1992)', 'Premio Ignotus for Novela (1991)', 'SF Chronicle Award Nominee for Best Novel (1990)', 'Tähtivaeltaja Award (1998)', 'Chesley Award Nominee for Hardback cover (2013)', 'Prix Cosmos 2000 (1992)', 'Seiun Award 星雲賞 for Best Foreign Novel (1995)']",https://www.goodreads.com/book/show/89717.The_Haunting_of_Hill_House,7.403,2.028
583,Chronicle of a Death Foretold,Gabriel García Márquez,132045,6575,3.97,120.0,1981.0,0,"['Fiction', 'Classics', 'Magical Realism']",['Los Angeles Times Book Prize Nominee for Fiction (1983)'],https://www.goodreads.com/book/show/23878.Chronicle_of_a_Death_Foretold,5.832,0.458
584,Storm of Steel,Ernst Jünger,10529,820,4.13,289.0,1920.0,0,"['History', 'Nonfiction', 'War']",['Oxford-Weidenfeld Translation Prize (2004)'],https://www.goodreads.com/book/show/240485.Storm_of_Steel,6.799,1.424
585,Post Office,Charles Bukowski,105394,4113,3.97,208.0,1971.0,0,"['Fiction', 'Classics', 'Novels']",,https://www.goodreads.com/book/show/48132.My_Family_and_Other_Animals,5.832,0.458
586,My Family and Other Animals,Gerald Durrell,41495,3417,4.2,273.0,1956.0,1,"['Nonfiction', 'Autobiography', 'Memoir']",,https://www.goodreads.com/book/show/51504.Post_Office,7.221,1.847
587,Flowers in the Attic,V.C. Andrews,164983,8459,3.82,389.0,,1,"['Fiction', 'Horror', 'Young Adult']",['Books I Loved Best Yearly (BILBY) Awards for Secondary (1993)'],https://www.goodreads.com/book/show/43448.Flowers_in_the_Attic,4.926,-0.448
588,Tai-Pan,James Clavell,45961,1073,4.27,734.0,1966.0,1,"['Historical', 'Historical Fiction', 'Fiction']",,https://www.goodreads.com/book/show/42933.Tai_Pan,7.644,2.27
589,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver Sacks,170637,6876,4.06,243.0,1985.0,0,"['Nonfiction', 'Psychology', 'Science']",,https://www.goodreads.com/book/show/28859.The_Gospel_According_to_Jesus_Christ,6.376,1.002
590,The Gospel According to Jesus Christ,José Saramago,24762,1539,4.3,341.0,1991.0,0,"['Fiction', 'Religion', 'Historical']","['Grande Prémio de Romance e Novela APE/IPLB (1991)', 'International Dublin Literary Award Nominee for Shortlist (1996)']",https://www.goodreads.com/book/show/63697.The_Man_Who_Mistook_His_Wife_for_a_Hat_and_Other_Clinical_Tales,7.826,2.451
591,Where the Heart Is,Billie Letts,240197,3759,4.02,376.0,1995.0,0,"['Fiction', 'Womens Fiction', 'Chick Lit']",['Eliot Rosewater Indiana High School Book Award (2000)'],https://www.goodreads.com/book/show/5168.Where_the_Heart_Is,6.134,0.76
592,Beach Music,Pat Conroy,43787,2942,4.16,800.0,1995.0,0,"['Fiction', 'American', 'Southern']",,https://www.goodreads.com/book/show/16729.Beach_Music,6.98,1.606
593,Love Medicine,Louise Erdrich,21897,1535,4.0,367.0,1984.0,1,"['Fiction', 'Historical', 'Historical Fiction']","['American Book Award (1985)', 'Los Angeles Times Book Prize for Fiction (1985)', 'Sue Kaufman Prize for First Fiction (1985)', 'Great Lakes Colleges Association New Writers Award for Fiction (1985)', 'National Book Critics Circle Award for Fiction (1984)']",https://www.goodreads.com/book/show/72657.Pedagogy_of_the_Oppressed,6.013,0.639
594,Pedagogy of the Oppressed,Paulo Freire,25727,1530,4.28,192.0,1968.0,0,"['Education', 'Nonfiction', 'Philosophy']",['Prêmio Jabuti (2006)'],https://www.goodreads.com/book/show/91440.Love_Medicine,7.705,2.33
595,Tortilla Flat,John Steinbeck,44653,2422,3.83,256.0,1935.0,0,"['Fiction', 'Classics', 'Literature']",['California Book Award for Fiction (Silver) (1935)'],https://www.goodreads.com/book/show/163977.Tortilla_Flat,4.987,-0.388
596,Trinity,Leon Uris,20418,1045,4.26,912.0,1976.0,0,"['Historical', 'Historical Fiction', 'Fiction']",,https://www.goodreads.com/book/show/42696.Trinity,7.584,2.21
597,Thoughts from Walden Pond,Henry David Thoreau,2032,55,3.76,96.0,,0,"['Classics', 'Nonfiction', 'Philosophy']",,https://www.goodreads.com/book/show/159835.Thoughts_from_Walden_Pond,4.564,-0.811
598,The Winter of Our Discontent,John Steinbeck,38783,2140,4.0,336.0,1961.0,0,"['Classics', 'Fiction', 'Literature']",,https://www.goodreads.com/book/show/4796.The_Winter_of_Our_Discontent,6.013,0.639
599,The Electric Kool-Aid Acid Test,Tom Wolfe,69944,2022,3.92,416.0,1968.0,0,"['Nonfiction', 'History', 'Classics']",,https://www.goodreads.com/book/show/78411.The_Bad_Beginning,5.53,0.156
600,The Bad Beginning,Lemony Snicket,410125,17066,3.95,176.0,,1,"['Fiction', 'Young Adult', 'Childrens']","[""Book Sense Book of the Year Award Nominee for Children's Literature (2001)"", 'Nene Award (2003)', 'Silberner Lufti (2000)']",https://www.goodreads.com/book/show/7442.The_Electric_Kool_Aid_Acid_Test,5.711,0.337
601,At the Mountains of Madness and Other Tales of Terror,H.P. Lovecraft,22818,539,4.26,184.0,1981.0,0,"['Horror', 'Fiction', 'Fantasy']",,https://www.goodreads.com/book/show/32769.At_the_Mountains_of_Madness_and_Other_Tales_of_Terror,7.584,2.21
602,Daughter of Fortune,Isabel Allende,117571,4043,3.9,432.0,1998.0,1,"['Historical', 'Historical Fiction', 'Fiction']",['Premio de traducción literaria Valle Inclán Nominee for Margaret Sayers Peden (2000)'],https://www.goodreads.com/book/show/16527.Daughter_of_Fortune,5.409,0.035
603,The Guns of August,Barbara W. Tuchman,60345,2540,4.15,658.0,1962.0,0,"['History', 'Nonfiction', 'War']","['Pulitzer Prize for General Nonfiction (1963)', 'National Book Award Finalist for Nonfiction (1963)']",https://www.goodreads.com/book/show/40779082-the-guns-of-august,6.919,1.545
604,Kristin Lavransdatter,Sigrid Undset,9170,1231,4.29,1144.0,1920.0,1,"['Historical', 'Historical Fiction', 'Fiction']",['PEN Translation Prize for Tiina Nunnally (2001)'],https://www.goodreads.com/book/show/6217.Kristin_Lavransdatter,7.765,2.391
605,On the Banks of Plum Creek,Laura Ingalls Wilder,92158,1845,4.2,358.0,1937.0,1,"['Classics', 'Historical', 'Historical Fiction']",['Newbery Medal Nominee (1938)'],https://www.goodreads.com/book/show/37095.The_Shell_Seekers,7.221,1.847
606,The Shell Seekers,Rosamunde Pilcher,95745,3274,4.16,530.0,1987.0,0,"['Fiction', 'Romance', 'Historical']",,https://www.goodreads.com/book/show/7882.On_the_Banks_of_Plum_Creek,6.98,1.606
607,Babbitt,Sinclair Lewis,21315,1279,3.67,348.0,1922.0,0,"['Fiction', 'Classics', 'Literature']",,https://www.goodreads.com/book/show/169718.Babbitt,4.02,-1.354
608,"The Chronicles of Thomas Covenant, the Unbeliever",Stephen R. Donaldson,14407,341,3.8,1160.0,1977.0,1,"['Fantasy', 'Fiction', 'Fantasy']","['Locus Award Nominee for Best Fantasy Novel (1978) and Best All-Time Fantasy Novel (1987) and Best All-Time Fantasy Novel before 1990 (1998)', 'World Fantasy Award Nominee for Best Novel (1978)', 'Balrog Award Nominee for Best Novel (1979)', 'British Fantasy Award for Best Novel (August Derlith Fantasy Award) (1979)']",https://www.goodreads.com/book/show/179033.The_Chronicles_of_Thomas_Covenant_the_Unbeliever,4.805,-0.569
609,Momo,Michael Ende,55437,3280,4.32,304.0,1973.0,0,"['Fantasy', 'Fiction', 'Childrens']",['Deutscher Jugendliteraturpreis for Jugendbuch (1974)'],https://www.goodreads.com/book/show/68811.Momo,7.946,2.572
610,Tales of Ordinary Madness,Charles Bukowski,23111,828,3.9,238.0,1983.0,0,"['Fiction', 'Short Stories', 'Poetry']",,https://www.goodreads.com/book/show/38503.Tales_of_Ordinary_Madness,5.409,0.035
611,The Prime of Miss Jean Brodie,Muriel Spark,43496,2925,3.74,150.0,1961.0,0,"['Fiction', 'Classics', 'Historical']",,https://www.goodreads.com/book/show/113091.A_Death_in_the_Family,4.443,-0.931
612,A Death in the Family,James Agee,14194,1159,3.91,320.0,1957.0,0,"['Fiction', 'Classics', 'Literature']","['Pulitzer Prize for Fiction (1958)', 'National Book Award Finalist for Fiction (1958)']",https://www.goodreads.com/book/show/517188.The_Prime_of_Miss_Jean_Brodie,5.47,0.096
613,Fall on Your Knees,Ann-Marie MacDonald,61741,3060,3.96,672.0,1996.0,0,"['Fiction', 'Historical', 'Historical Fiction']","['Orange Prize Nominee for Fiction Longlist (1997)', 'Scotiabank Giller Prize Nominee (1996)', 'Canadian Booksellers Association Libris Award for Fiction Book (1998)', ""Commonwealth Writers' Prize for Best First Book Overall (1997)"", 'Canadian Authors Association Award for Fiction (1997)']",https://www.goodreads.com/book/show/5174.Fall_on_Your_Knees,5.772,0.398
614,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,192704,7190,4.14,178.0,1967.0,0,"['Fiction', 'Childrens', 'Young Adult']","['Newbery Medal (1968)', 'Lewis Carroll Shelf Award (1968)', ""Dorothy Canfield Fisher Children's Book Award Nominee (1969)"", ""William Allen White Children's Book Award (1970)""]",https://www.goodreads.com/book/show/3980.From_the_Mixed_Up_Files_of_Mrs_Basil_E_Frankweiler,6.859,1.485
615,The Threepenny Opera,Bertolt Brecht,10355,214,3.95,124.0,1928.0,0,"['Plays', 'Drama', 'Classics']",,https://www.goodreads.com/book/show/64417.The_Threepenny_Opera,5.711,0.337
616,Herzog,Saul Bellow,19065,1155,3.78,371.0,1964.0,0,"['Fiction', 'Classics', 'Literature']","['National Book Award for Fiction (1965)', 'Premio Formentor de las Letras for International (1965)']",https://www.goodreads.com/book/show/6551.Herzog,4.685,-0.69
617,A Light in the Attic,Shel Silverstein,381902,3019,4.34,176.0,1981.0,0,"['Poetry', 'Childrens', 'Classics']","[""George C. Stone Center for Children's Books Recognition of Merit Award (1984)"", 'Magnesia Litera for Translation (Litera za překladovou knihu) (2015)', 'Garden State Book Award', 'Vlag en Wimpel Griffeljury (1985)', ""William Allen White Children's Book Award (1984)""]",https://www.goodreads.com/book/show/30118.A_Light_in_the_Attic,8.067,2.693
618,Madness and Civilization: A History of Insanity in the Age of Reason,Michel Foucault,11019,472,4.1,299.0,1961.0,0,"['Philosophy', 'History', 'Nonfiction']",,https://www.goodreads.com/book/show/51933.Madness_and_Civilization,6.617,1.243
619,Persepolis: The Story of a Childhood,Marjane Satrapi,162689,9211,4.25,153.0,2003.0,1,"['Sequential Art', 'Graphic Novels', 'Nonfiction']","['Harvey Awards for Best US Edition of Foreign Material (2004)', 'ALA Alex Award (2004)', ""Prix du Festival d'Angoulême for Alph-art du coup de coeur (2001)""]",https://www.goodreads.com/book/show/9516.Persepolis,7.523,2.149
620,Chocolat,Joanne Harris,115335,4370,3.95,306.0,1999.0,1,"['Fiction', 'Romance', 'Magical Realism']","['Whitbread Award Nominee for Novel (1999)', 'Creative Freedom Award (2000)', 'Whittaker Gold Award (2001)']",https://www.goodreads.com/book/show/47401.Chocolat,5.711,0.337
621,"Sarah, Plain and Tall",Patricia MacLachlan,77091,2817,3.78,64.0,1985.0,1,"['Historical', 'Historical Fiction', 'Childrens']","['Newbery Medal (1986)', ""Scott O'Dell Award (1986)"", ""Dorothy Canfield Fisher Children's Book Award Nominee (1987)"", 'Boekenleeuw (1989)', ""Charlie May Simon Children's Book Award (1988)"", ""Judy Lopez Memorial Award for Children's Literature Nominee (1986)""]",https://www.goodreads.com/book/show/106264.Sarah_Plain_and_Tall,4.685,-0.69
622,Harriet the Spy,Louise Fitzhugh,96079,2483,3.95,300.0,1964.0,1,"['Childrens', 'Fiction', 'Young Adult']","[""Dorothy Canfield Fisher Children's Book Award Nominee (1966)"", 'Oklahoma Sequoyah Award (1967)']",https://www.goodreads.com/book/show/232576.Harriet_the_Spy,5.711,0.337
623,Empire of the Sun,J.G. Ballard,16768,885,3.99,351.0,1984.0,1,"['Fiction', 'Historical', 'Historical Fiction']","['Booker Prize Nominee (1984)', 'Guardian Fiction Award (1984)', 'James Tait Black Memorial Prize for Fiction (1984)', 'Los Angeles Times Book Prize Nominee for Fiction (1985)']",https://www.goodreads.com/book/show/12467.The_Naked_and_the_Dead,5.953,0.579
624,The Naked and the Dead,Norman Mailer,23139,827,3.95,721.0,1948.0,0,"['Fiction', 'Classics', 'War']",,https://www.goodreads.com/book/show/56674.Empire_of_the_Sun,5.711,0.337
625,The Complete Father Brown,G.K. Chesterton,8061,475,4.05,718.0,1929.0,1,"['Mystery', 'Fiction', 'Classics']",,https://www.goodreads.com/book/show/541803.The_Complete_Father_Brown,6.315,0.941
626,Crossing to Safety,Wallace Stegner,38662,5230,4.16,368.0,1987.0,0,"['Fiction', 'Classics', 'Literary Fiction']","['National Book Critics Circle Award Nominee for Fiction (1987)', 'Premi Llibreter de narrativa Nominee (2009)']",https://www.goodreads.com/book/show/9820.Crossing_to_Safety,6.98,1.606
627,Wise Blood,Flannery O'Connor,26785,2293,3.85,256.0,1952.0,0,"['Fiction', 'Classics', 'Gothic']",,https://www.goodreads.com/book/show/625094.The_Leopard,5.107,-0.267
628,The Leopard,Giuseppe Tomasi di Lampedusa,25079,1908,4.01,319.0,1958.0,0,"['Fiction', 'Classics', 'Historical']",['Premio Strega for جائزة لوستريغا (1959)'],https://www.goodreads.com/book/show/48467.Wise_Blood,6.074,0.7
629,Illusions: The Adventures of a Reluctant Messiah,Richard Bach,57751,2358,4.14,144.0,1977.0,1,"['Fiction', 'Philosophy', 'Spirituality']",['National Book Award Finalist for Religion/Inspiration (Paperback) (1980)'],https://www.goodreads.com/book/show/5114.Raise_High_the_Roof_Beam_Carpenters_Seymour,6.859,1.485
630,"Raise High the Roof Beam, Carpenters & Seymour: An Introduction",J.D. Salinger,46574,1748,4.11,256.0,1955.0,0,"['Fiction', 'Classics', 'Short Stories']",,https://www.goodreads.com/book/show/29946.Illusions,6.678,1.304
631,The Savage Detectives,Roberto Bolaño,33381,3444,4.13,577.0,1998.0,0,"['Fiction', 'Novels', 'European Literature']","['Premio Herralde de Novela (1998)', 'Premio Internacional de Novela Rómulo Gallegos (1999)', 'BTBA Best Translated Book Award Nominee for Fiction shortlist (2008)', 'Metų verstinė knyga Nominee (2013)']",https://www.goodreads.com/book/show/294459.Miss_Lonelyhearts_The_Day_of_the_Locust,6.799,1.424
632,Miss Lonelyhearts / The Day of the Locust,Nathanael West,9342,539,3.91,185.0,1939.0,0,"['Fiction', 'Classics', 'Literature']",,https://www.goodreads.com/book/show/63033.The_Savage_Detectives,5.47,0.096
633,Patriot Games,Tom Clancy,191775,1433,4.13,503.0,1987.0,1,"['Fiction', 'Thriller', 'Mystery']",,https://www.goodreads.com/book/show/32682.Patriot_Games,6.799,1.424
