,Title,Author,Rating Count,Review Count,Rating Value,N pag,1st Pub,series,Genres,Awards,Link,minmax_norm_ratings,mean_norm_ratings
455,The Feminine Mystique,Betty Friedan,23295,1551,3.86,430.0,1963.0,0,"['Feminism', 'Nonfiction', 'Classics']",,https://www.goodreads.com/book/show/38723.The_Feminine_Mystique,5.168,-0.206
456,The Cantos,Ezra Pound,5136,130,3.93,824.0,1970.0,0,"['Poetry', 'Classics', 'Fiction']",,https://www.goodreads.com/book/show/269589.The_Cantos,5.591,0.216
457,The Gift of the Magi,O. Henry,84226,1997,4.1,26.0,1905.0,0,"['Classics', 'Short Stories', 'Fiction']",,https://www.goodreads.com/book/show/143534.The_Gift_of_the_Magi,6.617,1.243
458,The Spy Who Came In from the Cold,John le Carré,81813,4588,4.06,224.0,1963.0,1,"['Fiction', 'Thriller', 'Mystery']","['Somerset Maugham Award (1964)', 'Edgar Award for Best Novel (1965)', 'CWA Gold Dagger Award for Fiction (1963)', 'The CWA Dagger of Daggers (2005)']",https://www.goodreads.com/book/show/19494.The_Spy_Who_Came_In_from_the_Cold,6.376,1.002
459,Long Day's Journey into Night,Eugene O'Neill,35299,996,4.07,179.0,1956.0,0,"['Plays', 'Drama', 'Classics']","['Pulitzer Prize for Drama (1957)', ""New York Drama Critics' Circle Award for Best American Play (1957)""]",https://www.goodreads.com/book/show/15195.The_Complete_Maus,6.436,1.062
460,The Complete Maus,Art Spiegelman,143623,8154,4.54,296.0,1980.0,1,"['Sequential Art', 'Graphic Novels', 'Sequential Art']","['Pulitzer Prize for Special Citation (1992)', 'American Book Award (1992)']",https://www.goodreads.com/book/show/12083.Long_Day_s_Journey_into_Night,9.275,3.901
461,Redwall,Brian Jacques,107753,3878,4.1,352.0,1986.0,1,"['Fantasy', 'Fiction', 'Young Adult']","[""West Australian Young Readers' Book Award (WAYRBA) for Older Readers (1990)""]",https://www.goodreads.com/book/show/7996.Redwall,6.617,1.243
462,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,352277,18388,4.06,397.0,1998.0,1,"['Nonfiction', 'Travel', 'Humor']",,https://www.goodreads.com/book/show/9791.A_Walk_in_the_Woods,6.376,1.002
463,Ishmael: An Adventure of the Mind and Spirit,Daniel Quinn,85496,5357,3.98,266.0,1992.0,1,"['Fiction', 'Philosophy', 'Spirituality']",,https://www.goodreads.com/book/show/227265.Ishmael,5.893,0.518
464,The Long Goodbye,Raymond Chandler,34737,2162,4.2,379.0,1953.0,1,"['Mystery', 'Fiction', 'Mystery']",,https://www.goodreads.com/book/show/2054.The_Long_Goodbye,7.221,1.847
465,The Agony and the Ecstasy,Irving Stone,82198,2035,4.06,776.0,1958.0,0,"['Historical', 'Historical Fiction', 'Fiction']",['California Book Award for Fiction (Silver) (1961)'],https://www.goodreads.com/book/show/321552.The_Agony_and_the_Ecstasy,6.376,1.002
466,The Dharma Bums,Jack Kerouac,86311,2975,3.91,244.0,1958.0,1,"['Fiction', 'Classics', 'Literature']",,https://www.goodreads.com/book/show/412732.The_Dharma_Bums,5.47,0.096
467,Black Boy,Richard Wright,47792,1935,4.07,419.0,1945.0,0,"['Classics', 'Nonfiction', 'Autobiography']",,https://www.goodreads.com/book/show/228630.Black_Boy,6.436,1.062
468,The Gormenghast Novels,Mervyn Peake,8426,630,3.99,1173.0,1959.0,1,"['Fantasy', 'Fiction', 'Classics']",,https://www.goodreads.com/book/show/39058.The_Gormenghast_Novels,5.953,0.579
469,The Third Policeman,Flann O'Brien,16408,1760,4.0,200.0,1967.0,0,"['Fiction', 'European Literature', 'Irish Literature']","['Tähtivaeltaja Award (1989)', 'Premi Llibreter de narrativa Nominee (2007)']",https://www.goodreads.com/book/show/139253.The_House_on_Mango_Street,6.013,0.639
470,The House on Mango Street,Sandra Cisneros,130715,11095,3.66,110.0,1984.0,0,"['Fiction', 'Young Adult', 'Classics']","['American Book Award (1985)', ""George C. Stone Center for Children's Books Recognition of Merit Award (1994)""]",https://www.goodreads.com/book/show/27208.The_Third_Policeman,3.96,-1.415
471,The Far Pavilions,M.M. Kaye,40188,1400,4.21,958.0,1978.0,0,"['Historical', 'Historical Fiction', 'Fiction']",,https://www.goodreads.com/book/show/10222.The_Far_Pavilions,7.282,1.908
472,Hopscotch,Julio Cortázar,31689,2287,4.23,564.0,1963.0,0,"['Fiction', 'Classics', 'European Literature']","['National Book Award for Translation (1967)', 'Mikael Agricola -palkinto (2006)']",https://www.goodreads.com/book/show/53413.Hopscotch,7.403,2.028
473,Cold Sassy Tree,Olive Ann Burns,98377,4051,4.01,391.0,1984.0,0,"['Fiction', 'Historical', 'Historical Fiction']",,https://www.goodreads.com/book/show/306654.Cold_Sassy_Tree,6.074,0.7
474,Wide Sargasso Sea,Jean Rhys,69388,5425,3.59,171.0,1966.0,0,"['Fiction', 'Classics', 'Historical']","['WH Smith Literary Award (1967)', 'W.H. Heinemann Award (1966)']",https://www.goodreads.com/book/show/25622780-wide-sargasso-sea,3.537,-1.837
475,The Caine Mutiny,Herman Wouk,21221,1049,4.26,537.0,1951.0,0,"['Fiction', 'Historical', 'Historical Fiction']","['Pulitzer Prize for Fiction (1952)', 'National Book Award Finalist for Fiction (1952)']",https://www.goodreads.com/book/show/368772.The_Caine_Mutiny,7.584,2.21
476,No Exit and Three Other Plays,Jean-Paul Sartre,26301,733,4.11,275.0,1947.0,0,"['Plays', 'Philosophy', 'Drama']",,https://www.goodreads.com/book/show/10037.No_Exit_and_Three_Other_Plays,6.678,1.304
477,Cloudy With a Chance of Meatballs,Judi Barrett,132011,2276,4.16,32.0,1978.0,1,"['Childrens', 'Picture Books', 'Childrens']",['California Young Readers Medal Nominee for Primary (1982)'],https://www.goodreads.com/book/show/8073.Cloudy_With_a_Chance_of_Meatballs,6.98,1.606
478,West with the Night,Beryl Markham,31880,3130,4.14,294.0,1942.0,0,"['Nonfiction', 'Autobiography', 'Memoir']",,https://www.goodreads.com/book/show/1624.West_with_the_Night,6.859,1.485
479,The Rebel,Albert Camus,12352,512,4.15,320.0,1951.0,0,"['Philosophy', 'Nonfiction', 'Writing']",,https://www.goodreads.com/book/show/11990.The_Rebel,6.919,1.545
480,The Hotel New Hampshire,John Irving,58823,1721,3.91,520.0,1981.0,0,"['Fiction', 'Contemporary', 'Literature']",['National Book Award Finalist for Fiction (Hardcover) (1982)'],https://www.goodreads.com/book/show/11768.The_Hotel_New_Hampshire,5.47,0.096
481,Voyager,Diana Gabaldon,263090,11027,4.37,870.0,1993.0,1,"['Historical', 'Historical Fiction', 'Romance']",,https://www.goodreads.com/book/show/11734.The_Human_Stain,8.248,2.874
482,The Human Stain,Philip Roth,34323,2256,3.89,361.0,2000.0,1,"['Fiction', 'Novels', 'Literature']","['PEN/Faulkner Award for Fiction (2001)', 'WH Smith Literary Award (2001)', 'Los Angeles Times Book Prize Nominee for Fiction (2000)', 'Prix Médicis Etranger (2002)', 'Koret Jewish Book Award for Fiction (2001)', 'IMPAC Award Nominee (2002)']",https://www.goodreads.com/book/show/10987.Voyager,5.349,-0.025
483,The Long Winter,Laura Ingalls Wilder,79246,1920,4.13,422.0,1940.0,1,"['Historical', 'Historical Fiction', 'Classics']","['Newbery Medal Nominee (1941)', 'Boston Globe-Horn Book Award (1940)']",https://www.goodreads.com/book/show/8282.The_Long_Winter,6.799,1.424
484,Cold Comfort Farm,Stella Gibbons,42548,3459,3.9,233.0,1932.0,0,"['Fiction', 'Classics', 'Humor']",['Prix Femina Vie Heureuse (1933)'],https://www.goodreads.com/book/show/92780.Cold_Comfort_Farm,5.409,0.035
485,"Tinker, Tailor, Soldier, Spy",John le Carré,77084,4103,4.04,381.0,1974.0,1,"['Fiction', 'Mystery', 'Thriller']",,https://www.goodreads.com/book/show/92508.The_Bridge_of_San_Luis_Rey,6.255,0.881
486,The Bridge of San Luis Rey,Thornton Wilder,29752,2111,3.8,160.0,1927.0,0,"['Fiction', 'Classics', 'Historical']",['Pulitzer Prize for Novel (1928)'],https://www.goodreads.com/book/show/10073506-tinker-tailor-soldier-spy,4.805,-0.569
487,Hard-Boiled Wonderland and the End of the World,Haruki Murakami,107397,6310,4.15,400.0,1985.0,0,"['Fiction', 'Fantasy', 'Cultural']","['Tanizaki Prize 谷崎潤一郎賞 (1985)', 'Tähtifantasia Award Nominee (2016)', 'Seiun Award 星雲賞 Nominee for Best Japanese Novel (1986)']",https://www.goodreads.com/book/show/10374.Hard_Boiled_Wonderland_and_the_End_of_the_World,6.919,1.545
488,Homage to Catalonia,George Orwell,45095,2644,4.1,232.0,1938.0,0,"['History', 'Nonfiction', 'Politics']",,https://www.goodreads.com/book/show/9646.Homage_to_Catalonia,6.617,1.243
489,Tuck Everlasting,Natalie Babbitt,240120,9468,3.87,148.0,1975.0,0,"['Fantasy', 'Young Adult', 'Classics']","['Lewis Carroll Shelf Award (1978)', 'Young Hoosier Book Award Nominee (1976)', ""Dorothy Canfield Fisher Children's Book Award Nominee (1977)"", ""Children's Choice Book Award"", ""Phoenix Award (Children's Literature Association) (1995)"", 'Bluestem Book Award Nominee (2017)']",https://www.goodreads.com/book/show/84981.Tuck_Everlasting,5.228,-0.146
490,Man and His Symbols,C.G. Jung,21342,777,4.18,415.0,1964.0,0,"['Psychology', 'Nonfiction', 'Philosophy']",,https://www.goodreads.com/book/show/123632.Man_and_His_Symbols,7.101,1.726
491,The Bridge on the Drina,Ivo Andrić,15085,1117,4.33,314.0,1945.0,1,"['Fiction', 'Historical', 'Historical Fiction']",,https://www.goodreads.com/book/show/29127.The_Last_Unicorn,8.007,2.632
492,The Last Unicorn,Peter S. Beagle,100086,4549,4.14,294.0,1968.0,1,"['Fantasy', 'Fiction', 'Classics']",['Национални фантастични награди for Любим превод за 2015 г. – първо място (2016)'],https://www.goodreads.com/book/show/3140.The_Bridge_on_the_Drina,6.859,1.485
493,Even Cowgirls Get the Blues,Tom Robbins,49864,1861,3.77,366.0,1976.0,0,"['Fiction', 'Humor', 'Novels']",['Washington State Book Award (1977)'],https://www.goodreads.com/book/show/28921.The_Remains_of_the_Day,4.624,-0.75
494,The Remains of the Day,Kazuo Ishiguro,205456,14536,4.13,258.0,1989.0,0,"['Fiction', 'Historical', 'Historical Fiction']",['Booker Prize (1989)'],https://www.goodreads.com/book/show/7572.Even_Cowgirls_Get_the_Blues,6.799,1.424
495,The Confusions of Young Törless,Robert Musil,7017,430,3.73,176.0,1906.0,0,"['Fiction', 'Classics', 'European Literature']",,https://www.goodreads.com/book/show/29718.The_Confusions_of_Young_T_rless,4.383,-0.992
496,Autumn Sonata: Selected Poems,Georg Trakl,412,10,4.66,160.0,,0,"['Poetry', 'European Literature', 'German Literature']",,https://www.goodreads.com/book/show/297226.Autumn_Sonata,10.0,4.626
497,The Society of the Spectacle,Guy Debord,15769,593,4.02,160.0,1967.0,0,"['Philosophy', 'Nonfiction', 'Politics']",,https://www.goodreads.com/book/show/228296.Rosemary_s_Baby,6.134,0.76
498,Rosemary's Baby,Ira Levin,114219,4020,4.0,308.0,1967.0,1,"['Horror', 'Fiction', 'Classics']",['Edgar Award Nominee for Best Novel (1968)'],https://www.goodreads.com/book/show/381440.The_Society_of_the_Spectacle,6.013,0.639
499,Four Quartets,T.S. Eliot,14666,747,4.38,48.0,1943.0,1,"['Poetry', 'Classics', 'Literature']",,https://www.goodreads.com/book/show/18452.The_Painted_Bird,8.309,2.934
500,The Painted Bird,Jerzy Kosiński,21618,1657,3.92,234.0,1965.0,0,"['Fiction', 'Historical', 'Historical Fiction']",['Prix du Meilleur Livre Étranger for Essai (1966)'],https://www.goodreads.com/book/show/80410.Four_Quartets,5.53,0.156
501,Angels in America,Tony Kushner,15849,723,4.33,304.0,1993.0,1,"['Plays', 'Drama', 'LGBT']",['Audie Award for Audio Drama (2020)'],https://www.goodreads.com/book/show/14817.A_Scanner_Darkly,8.007,2.632
502,A Scanner Darkly,Philip K. Dick,91667,3207,4.01,219.0,1977.0,0,"['Science Fiction', 'Fiction', 'Science Fiction']","['Locus Award Nominee for Best SF Novel (1978)', 'British Science Fiction Association Award for Novel (1978)', 'John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (1978)', ""Graoully d'Or for Roman étranger (1979)"", 'Tähtivaeltaja Award (1991)']",https://www.goodreads.com/book/show/72003.Angels_in_America,6.074,0.7
503,We,Yevgeny Zamyatin,73966,4750,3.91,255.0,1921.0,0,"['Fiction', 'Science Fiction', 'Science Fiction']",,https://www.goodreads.com/book/show/22034.The_Godfather,5.47,0.096
504,The Godfather,Mario Puzo,343105,8921,4.36,448.0,1969.0,1,"['Fiction', 'Classics', 'Mystery']",,https://www.goodreads.com/book/show/76171.We,8.188,2.814
505,The Code of the Woosters,P.G. Wodehouse,22413,1597,4.34,286.0,1938.0,1,"['Fiction', 'Humor', 'Classics']",,https://www.goodreads.com/book/show/105986.The_Code_of_the_Woosters,8.067,2.693
506,Fifth Business,Robertson Davies,16947,1104,4.06,252.0,1970.0,1,"['Fiction', 'Cultural', 'Canada']",['Premi Llibreter de narrativa (2006)'],https://www.goodreads.com/book/show/74406.Fifth_Business,6.376,1.002
507,North and South,John Jakes,57341,888,4.2,812.0,1982.0,1,"['Historical', 'Historical Fiction', 'Fiction']",,https://www.goodreads.com/book/show/159178.North_and_South,7.221,1.847
508,Collected Poems,W.H. Auden,5954,86,4.28,960.0,1945.0,0,"['Poetry', 'Classics', 'Literature']",,https://www.goodreads.com/book/show/321538.Collected_Poems,7.705,2.33
509,Tarzan of the Apes,Edgar Rice Burroughs,39673,2552,3.9,324.0,1912.0,1,"['Classics', 'Fiction', 'Adventure']",,https://www.goodreads.com/book/show/40425.Tarzan_of_the_Apes,5.409,0.035
510,The Demon-Haunted World: Science as a Candle in the Dark,Carl Sagan,60521,2874,4.27,459.0,1996.0,0,"['Science', 'Nonfiction', 'Philosophy']",['Los Angeles Times Book Prize for Science and Technology (1996)'],https://www.goodreads.com/book/show/17349.The_Demon_Haunted_World,7.644,2.27
511,The Exorcist,William Peter Blatty,184632,5444,4.18,385.0,1971.0,1,"['Horror', 'Fiction', 'Classics']",['Audie Award for Narration by the Author or Authors (2000)'],https://www.goodreads.com/book/show/9593.Gal_pagos,7.101,1.726
512,Galápagos,Kurt Vonnegut Jr.,70657,2892,3.86,324.0,1985.0,0,"['Fiction', 'Science Fiction', 'Classics']",['John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (1986)'],https://www.goodreads.com/book/show/179780.The_Exorcist,5.168,-0.206
513,The Bell,Iris Murdoch,6473,550,3.89,296.0,1958.0,0,"['Fiction', 'Classics', 'European Literature']",,https://www.goodreads.com/book/show/11230.The_Bell,5.349,-0.025
514,"Holy Blood, Holy Grail",Michael Baigent,11822,777,3.5,496.0,1982.0,0,"['Nonfiction', 'History', 'Religion']",,https://www.goodreads.com/book/show/606818.Holy_Blood_Holy_Grail,2.993,-2.381
515,The Selfish Gene,Richard Dawkins,144041,3754,4.14,360.0,1976.0,0,"['Science', 'Nonfiction', 'Science']",,https://www.goodreads.com/book/show/64216.Guards_Guards_,6.859,1.485
516,Guards! Guards!,Terry Pratchett,171039,4406,4.3,376.0,1989.0,1,"['Fantasy', 'Fiction', 'Humor']",['Margaret A. Edwards Award (2011)'],https://www.goodreads.com/book/show/61535.The_Selfish_Gene,7.826,2.451
517,The Talisman,Stephen King,109033,3490,4.13,656.0,1984.0,1,"['Horror', 'Fantasy', 'Fiction']","['Locus Award Nominee for Best Fantasy Novel (1985)', 'World Fantasy Award Nominee for Best Novel (1985)', 'Audie Award for Fiction, Unabridged (2002)']",https://www.goodreads.com/book/show/205476.Our_Town,6.799,1.424
518,Our Town,Thornton Wilder,44274,1783,3.68,181.0,1938.0,0,"['Plays', 'Classics', 'Drama']","['Pulitzer Prize for Drama (1938)', ""New York Drama Critics' Circle Award Nominee for Best American Play (1938)""]",https://www.goodreads.com/book/show/59219.The_Talisman,4.081,-1.294
519,Trout Fishing in America,Richard Brautigan,12238,893,3.79,112.0,,0,"['Fiction', 'Poetry', 'Short Stories']",,https://www.goodreads.com/book/show/5809.V_,4.745,-0.629
520,V.,Thomas Pynchon,19370,1049,3.97,640.0,1963.0,0,"['Fiction', 'Classics', 'Literature']","['William Faulkner Foundation Award (1964)', 'National Book Award Finalist for Fiction (1964)']",https://www.goodreads.com/book/show/63913.Trout_Fishing_in_America,5.832,0.458
521,Underworld,Don DeLillo,27097,1998,3.92,827.0,1997.0,0,"['Fiction', 'Literature', 'Novels']","['Pulitzer Prize Nominee for Fiction (1998)', 'American Book Award (1998)', 'William Dean Howells Medal (2000)', 'Ambassador Book Award for Fiction (1998)', 'National Book Critics Circle Award Nominee for Fiction (1997)', 'National Book Award Finalist for Fiction (1997)', 'International Dublin Literary Award Nominee for Shortlist (1999)']",https://www.goodreads.com/book/show/342049.Growth_of_the_Soil,5.53,0.156
522,Growth of the Soil,Knut Hamsun,8618,625,4.13,435.0,1917.0,0,"['Fiction', 'Classics', 'Literature']",,https://www.goodreads.com/book/show/11761.Underworld,6.799,1.424
523,Pilgrim at Tinker Creek,Annie Dillard,22636,2184,4.09,288.0,1974.0,0,"['Nonfiction', 'Environment', 'Nature']",['Pulitzer Prize for General Nonfiction (1975)'],https://www.goodreads.com/book/show/12527.Pilgrim_at_Tinker_Creek,6.557,1.183
524,The Lover,Marguerite Duras,37329,2743,3.74,117.0,1984.0,1,"['Fiction', 'Cultural', 'France']","['Prix Goncourt (1984)', 'PEN Translation Prize for Prose for Barbara Bray (1986)', 'Prix Ritz-Paris-Hemingway (1986)', 'Scott Moncrieff Prize for Barbara Bray (1986)']",https://www.goodreads.com/book/show/275.The_Lover,4.443,-0.931
525,I Am Legend and Other Stories,Richard Matheson,120289,4975,4.0,317.0,1954.0,0,"['Horror', 'Fiction', 'Science Fiction']",,https://www.goodreads.com/book/show/5291314-lord-jim,6.013,0.639
526,Lord Jim,Joseph Conrad,27454,1313,3.62,,1900.0,0,"['Classics', 'Fiction', 'Literature']",,https://www.goodreads.com/book/show/547094.I_Am_Legend_and_Other_Stories,3.718,-1.656
527,Message in a Bottle,Nicholas Sparks,216473,4359,3.96,342.0,1988.0,0,"['Romance', 'Fiction', 'Womens Fiction']",,https://www.goodreads.com/book/show/545951.Death_Comes_for_the_Archbishop,5.772,0.398
528,Death Comes for the Archbishop,Willa Cather,29942,2742,3.91,297.0,1927.0,0,"['Fiction', 'Classics', 'Historical']",['William Dean Howells Medal (1930)'],https://www.goodreads.com/book/show/3478.Message_in_a_Bottle,5.47,0.096
529,Ariel,Sylvia Plath,55213,1922,4.21,105.0,1966.0,0,"['Poetry', 'Classics', 'Feminism']",,https://www.goodreads.com/book/show/395090.Ariel,7.282,1.908
530,The Day of the Triffids,John Wyndham,91443,3578,4.02,228.0,1951.0,1,"['Science Fiction', 'Fiction', 'Classics']",['International Fantasy Award Nominee for Fiction (1952)'],https://www.goodreads.com/book/show/530965.The_Day_of_the_Triffids,6.134,0.76
531,Doomsday Book,Connie Willis,50663,5418,4.02,578.0,1992.0,1,"['Science Fiction', 'Science Fiction', 'Time Travel']","['Hugo Award for Best Novel (1993)', 'Nebula Award for Best Novel (1992)', 'Locus Award for Best Science Fiction Novel (1993)', 'Arthur C. Clarke Award Nominee (1993)', 'Mythopoeic Fantasy Award Nominee for Adult Literature (1993)', 'Kurd-Laßwitz-Preis for Foreign Novel (1994)']",https://www.goodreads.com/book/show/41193.A_Thousand_Acres,6.134,0.76
532,A Thousand Acres,Jane Smiley,62658,2898,3.8,371.0,1991.0,0,"['Fiction', 'Literary Fiction', 'Contemporary']","['Pulitzer Prize for Fiction (1992)', 'Ambassador Book Award for Fiction (1992)', 'Los Angeles Times Book Prize Nominee for Fiction (1992)', 'Chicago Tribune Heartland Prize for Fiction (1991)', 'National Book Critics Circle Award for Fiction (1991)', 'Society of Midland Authors Award for Fiction (1992)']",https://www.goodreads.com/book/show/24983.Doomsday_Book,4.805,-0.569
533,House of Sand and Fog,Andre Dubus III,126995,4118,3.85,384.0,1999.0,0,"['Fiction', 'Contemporary', 'Literary Fiction']","['Los Angeles Times Book Prize Nominee for Fiction (1999)', 'National Book Award Finalist for Fiction (1999)']",https://www.goodreads.com/book/show/7944648-house-of-sand-and-fog,5.107,-0.267
534,Cosmos,Carl Sagan,119349,3239,4.37,384.0,1980.0,0,"['Science', 'Nonfiction', 'Science']","['Hugo Award for Best Non-Fiction Book (1981)', 'National Book Award Finalist for Science (Hardcover) (1981)']",https://www.goodreads.com/book/show/55030.Cosmos,8.248,2.874
535,Still Life with Woodpecker,Tom Robbins,75290,2857,4.02,288.0,1980.0,0,"['Fiction', 'Humor', 'Literature']",,https://www.goodreads.com/book/show/9566.Still_Life_with_Woodpecker,6.134,0.76
536,The Rainmaker,John Grisham,177194,2067,3.95,419.0,1995.0,0,"['Fiction', 'Thriller', 'Mystery']",,https://www.goodreads.com/book/show/5349.The_Rainmaker,5.711,0.337
537,Little Town on the Prairie,Laura Ingalls Wilder,82384,1271,4.17,374.0,1941.0,1,"['Classics', 'Historical', 'Historical Fiction']",['Newbery Medal Nominee (1942)'],https://www.goodreads.com/book/show/9014.The_Long_Walk,7.04,1.666
538,The Long Walk,Richard Bachman,131187,7445,4.08,370.0,1979.0,0,"['Horror', 'Fiction', 'Science Fiction']",,https://www.goodreads.com/book/show/8253.Little_Town_on_the_Prairie,6.497,1.122
539,In Search of Lost Time,Marcel Proust,10050,590,4.35,4211.0,1927.0,1,"['Classics', 'Fiction', 'Cultural']",,https://www.goodreads.com/book/show/18796.In_Search_of_Lost_Time,8.128,2.753
540,Dragonflight,Anne McCaffrey,129401,3416,4.08,299.0,1968.0,1,"['Fantasy', 'Science Fiction', 'Fantasy']",['Margaret A. Edwards Award (1999)'],https://www.goodreads.com/book/show/61975.Dragonflight,6.497,1.122
541,The Celestine Prophecy,James Redfield,97427,4132,3.66,247.0,1993.0,1,"['Fiction', 'Spirituality', 'Philosophy']",,https://www.goodreads.com/book/show/29044.The_Secret_History,3.96,-1.415
542,The Secret History,Donna Tartt,330369,24335,4.09,559.0,1992.0,0,"['Fiction', 'Mystery', 'Contemporary']","['Mekka-prijs (1994)', 'Prix des libraires du Québec for Lauréats hors Québec (1994)']",https://www.goodreads.com/book/show/13103.The_Celestine_Prophecy,6.557,1.183
543,Dandelion Wine,Ray Bradbury,58336,4767,4.06,239.0,1957.0,1,"['Fiction', 'Classics', 'Science Fiction']",,https://www.goodreads.com/book/show/166997.Stoner,6.376,1.002
544,Stoner,John  Williams,107466,11984,4.29,278.0,1965.0,0,"['Fiction', 'Classics', 'Literature']",['Waterstones Book of the Year (2013)'],https://www.goodreads.com/book/show/50033.Dandelion_Wine,7.765,2.391
545,Love Story,Erich Segal,53270,2847,3.62,224.0,1970.0,1,"['Romance', 'Fiction', 'Classics']",,https://www.goodreads.com/book/show/210834.Kim,3.718,-1.656
546,Kim,Rudyard Kipling,33327,1856,3.72,366.0,1901.0,0,"['Classics', 'Fiction', 'Cultural']",,https://www.goodreads.com/book/show/73968.Love_Story,4.322,-1.052
547,Civilization and Its Discontents,Sigmund Freud,32694,1165,3.79,127.0,1930.0,0,"['Psychology', 'Philosophy', 'Nonfiction']",,https://www.goodreads.com/book/show/357636.Civilization_and_Its_Discontents,4.745,-0.629
548,Ubik,Philip K. Dick,89173,4495,4.08,288.0,1969.0,0,"['Science Fiction', 'Fiction', 'Classics']",,https://www.goodreads.com/book/show/22590.Ubik,6.497,1.122
549,The Right Stuff,Tom Wolfe,45654,1642,4.23,352.0,1979.0,0,"['Nonfiction', 'History', 'Science']","['National Book Award for General Nonfiction (Hardcover) (1980)', 'National Book Critics Circle Award Nominee for General Nonfiction (1979)', 'Columbia Journalism Award (1980)']",https://www.goodreads.com/book/show/272895.The_Black_Stallion,7.403,2.028
550,The Black Stallion,Walter Farley,70407,1291,4.18,275.0,,1,"['Classics', 'Fiction', 'Childrens']","[""Pacific Northwest Library Association Young Reader's Choice Award (1944)""]",https://www.goodreads.com/book/show/586472.The_Right_Stuff,7.101,1.726
551,The Tao of Pooh,Benjamin Hoff,103516,4485,3.99,176.0,1982.0,1,"['Philosophy', 'Nonfiction', 'Religion']",['Audie Award for Personal Development (2013)'],https://www.goodreads.com/book/show/48757.The_Tao_of_Pooh,5.953,0.579
552,The Executioner's Song,Norman Mailer,18624,1268,4.06,1056.0,1979.0,0,"['Nonfiction', 'Crime', 'True Crime']","['Pulitzer Prize for Fiction (1980)', 'National Book Critics Circle Award Nominee for Fiction (1979)', 'National Book Award Finalist for Fiction (Hardcover) (1980) & (Paperback) (1981)']",https://www.goodreads.com/book/show/12468.The_Executioner_s_Song,6.376,1.002
553,The Painted Veil,W. Somerset Maugham,36195,3594,3.94,246.0,1925.0,0,"['Classics', 'Fiction', 'Historical']",,https://www.goodreads.com/book/show/99664.The_Painted_Veil,5.651,0.277
554,The Dead Zone,Stephen King,185824,4284,3.93,402.0,1979.0,0,"['Horror', 'Fiction', 'Thriller']","['Locus Award Nominee for Best Fantasy Novel (1980)', 'World Fantasy Award Nominee for Best Novel (1980)', 'Balrog Award Nominee for Best Novel (1980)']",https://www.goodreads.com/book/show/11573.The_Dead_Zone,5.591,0.216
555,This Side of Paradise,F. Scott Fitzgerald,63801,3657,3.66,275.0,1920.0,0,"['Classics', 'Fiction', 'Literature']",,https://www.goodreads.com/book/show/46165.This_Side_of_Paradise,3.96,-1.415
556,The Age of Reason,Jean-Paul Sartre,12395,565,3.98,416.0,1945.0,1,"['Philosophy', 'Fiction', 'Classics']",,https://www.goodreads.com/book/show/10034.The_Age_of_Reason,5.893,0.518
557,Alias Grace,Margaret Atwood,114016,6719,4.03,468.0,1996.0,0,"['Historical', 'Historical Fiction', 'Fiction']","['Booker Prize Nominee (1996)', 'Orange Prize Nominee for Fiction Shortlist (1997)', 'Scotiabank Giller Prize (1996)', 'James Tiptree Jr. Award Nominee for Longlist (1996)', ""Governor General's Literary Awards / Prix littéraires du Gouverneur général Nominee for Fiction (1996)"", 'Mikael Agricola -palkinto (1998)', 'International Dublin Literary Award Nominee for Shortlist (1998)']",https://www.goodreads.com/book/show/6194.Waiting_for_the_Barbarians,6.195,0.82
558,Waiting for the Barbarians,J.M. Coetzee,25596,1856,3.94,152.0,1980.0,0,"['Fiction', 'Cultural', 'Africa']","['James Tait Black Memorial Prize for Fiction (1980)', 'Philip K. Dick Award Nominee (1983)', 'CNA Literary Award (1980)', 'Geoffrey Faber Memorial Prize (1981)']",https://www.goodreads.com/book/show/72579.Alias_Grace,5.651,0.277
559,Needful Things,Stephen King,214799,4219,3.92,790.0,1991.0,0,"['Horror', 'Fiction', 'Thriller']",,https://www.goodreads.com/book/show/107291.Needful_Things,5.53,0.156
560,The Sheltering Sky,Paul Bowles,24773,1761,3.91,342.0,1949.0,0,"['Fiction', 'Classics', 'Cultural']",,https://www.goodreads.com/book/show/243598.The_Sheltering_Sky,5.47,0.096
561,The Magic Mountain,Thomas Mann,39465,2321,4.09,706.0,1924.0,0,"['Fiction', 'Classics', 'European Literature']","[""Helen and Kurt Wolff Translator's Prize for John E. Woods (1996)""]",https://www.goodreads.com/book/show/46231.The_Portable_Dorothy_Parker,6.557,1.183
562,The Portable Dorothy Parker,Dorothy Parker,11290,556,4.34,610.0,1944.0,0,"['Poetry', 'Short Stories', 'Fiction']",,https://www.goodreads.com/book/show/88077.The_Magic_Mountain,8.067,2.693
563,Grendel,John Gardner,32739,2097,3.69,174.0,1971.0,0,"['Fiction', 'Fantasy', 'Classics']",['Mythopoeic Fantasy Award Nominee (1972)'],https://www.goodreads.com/book/show/32234.White_Oleander,4.141,-1.233
564,White Oleander,Janet Fitch,324224,7397,3.97,446.0,1999.0,0,"['Fiction', 'Contemporary', 'Drama']",,https://www.goodreads.com/book/show/676737.Grendel,5.832,0.458
